wallet,token_id,interface,mint_authority_exists,freeze_authority_exists,metadata_missing,decimals,supply,is_mutable,is_compressed,has_unverified_creator,creator_wallets,token_name,token_symbol,is_burnt,scam_flag
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,J9JcbzW4Cv8XZ5yFKe1xFzK9LY8wAP1VpbEwUAGx9iKG,V1_NFT,1,0,0,0,0,1,1,1,PyRqU3TjAmtJMV138hnTCW2oLBjMwtU7hDbkcfyrMrH,Exotic NFT Voucher,,0,0
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,J8nBQdS17tSwm4eecmFKvfTosQadSZ68djWwS2Ktpump,FungibleToken,1,0,0,6,999911160001973,0,0,0,,SLORCY - SOL ORCI,SLORCY,0,0
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,J8E3tQATe6XVmif9VkQMTpjqsGK7kUr5sts9jkqdt5yA,V1_NFT,1,0,0,0,0,1,1,1,PyRqU3TjAmtJMV138hnTCW2oLBjMwtU7hDbkcfyrMrH,Exotic NFT Voucher,,0,0
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,J84ic9DQm3TdfH15fNV8JqmRV4cELQNz5ofNhtjyGv5P,V1_NFT,1,0,0,0,0,1,1,0,,A,,0,0
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,J81HGzJNfqFM53DcXCPvRQ57rTjxsXDCwiUAq3kRpump,FungibleToken,1,0,0,6,999795784068085,0,0,0,,FLUFF,FLUFF,0,0
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,J7yRGFJM9mirA7Ej7sP1JSwWfMX5dqEsZQmtxxibKTwz,V1_NFT,1,0,0,0,0,1,1,1,PyRqU3TjAmtJMV138hnTCW2oLBjMwtU7hDbkcfyrMrH,Exotic NFT Voucher,,0,0
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,J7dbByM8XyYWh4gVc6sCy4D8937wpX8vj8Fs1yMSFDH6,FungibleToken,1,0,0,9,16786969799065761256,0,0,0,,TRUMP AI,RUMPAI,0,0
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,J7cQZLvd8rEBNYtTAXXCxJdQTxYjYXWufzZqAZvD9RhX,V1_NFT,1,0,0,0,0,1,1,1,9pGYoB49gFnpseYbNHDq5tTbAMpf4yHbiaa8m7yMSNES,Bоnkеr #959,CLD,0,0
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,J7ZU5DBpstY6M4yYGNVNW8x88KF5JR9rUtjDL4rvYrWk,V1_NFT,1,0,0,0,0,1,1,1,PyRqU3TjAmtJMV138hnTCW2oLBjMwtU7hDbkcfyrMrH,Exotic NFT Voucher,,0,0
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,J7FxqtYzBZQZTiVa1RYYC7J8mzxzKCYVqMomVjmFXWas,V1_NFT,1,0,0,0,0,1,1,1,PyRqU3TjAmtJMV138hnTCW2oLBjMwtU7hDbkcfyrMrH,Exotic NFT Voucher,,0,0
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,J7EMVFhN68inbZGbq8iQZufyCpchnNhb1FJGEE7vnREi,V1_NFT,1,0,0,0,0,0,1,0,,Rare Pass,RPLG,0,0
